-2.875000e-004 -2.300000e-004 4.092930e-014 4.092930e-014 4.252243e-022 
-2.783730e-004 -2.300000e-004 2.284050e-013 2.284050e-013 3.881889e-021 
-2.692460e-004 -2.300000e-004 2.107707e-013 2.107707e-013 1.180232e-020 
-2.601190e-004 -2.300000e-004 4.798155e-014 4.798155e-014 2.832921e-020 
-2.509920e-004 -2.300000e-004 4.290322e-014 4.290322e-014 6.372519e-020 
-2.418651e-004 -2.300000e-004 6.094948e-014 6.094948e-014 1.167861e-019 
-2.327381e-004 -2.300000e-004 1.962383e-014 1.962383e-014 1.670159e-019 
-2.236111e-004 -2.300000e-004 2.942077e-014 2.942077e-014 2.308940e-019 
-2.144841e-004 -2.300000e-004 1.715557e-014 1.715557e-014 3.840733e-019 
-2.053571e-004 -2.300000e-004 1.934248e-014 1.934248e-014 6.522683e-019 
-1.962302e-004 -2.300000e-004 1.432858e-014 1.432858e-014 1.153443e-018 
-1.871032e-004 -2.300000e-004 1.552909e-014 1.552909e-014 2.154280e-018 
-1.779762e-004 -2.300000e-004 1.472046e-014 1.472046e-014 3.886179e-018 
-1.688492e-004 -2.300000e-004 1.478760e-014 1.478760e-014 7.335136e-018 
-1.597222e-004 -2.300000e-004 1.627222e-014 1.627222e-014 1.516837e-017 
-1.505952e-004 -2.300000e-004 1.852026e-014 1.852026e-014 3.265658e-017 
-1.414682e-004 -2.300000e-004 2.246973e-014 2.246973e-014 6.662154e-017 
-1.323413e-004 -2.300000e-004 2.945814e-014 2.945814e-014 1.059472e-016 
-1.232143e-004 -2.300000e-004 4.259701e-014 4.259701e-014 1.050533e-016 
-1.140873e-004 -2.300000e-004 6.898183e-014 6.898183e-014 6.726816e-017 
-1.049603e-004 -2.300000e-004 1.239144e-013 1.239144e-013 6.325380e-017 
-9.583333e-005 -2.300000e-004 2.401879e-013 2.401879e-013 7.279013e-017 
-8.670635e-005 -2.300000e-004 4.761836e-013 4.761836e-013 1.284885e-016 
-7.757937e-005 -2.300000e-004 9.033011e-013 9.033011e-013 2.524914e-016 
-6.845238e-005 -2.300000e-004 1.522356e-012 1.522356e-012 5.105393e-016 
-5.932540e-005 -2.300000e-004 2.154964e-012 2.154964e-012 9.634253e-016 
-5.019841e-005 -2.300000e-004 2.578297e-012 2.578297e-012 1.796886e-015 
-4.107143e-005 -2.300000e-004 3.014167e-012 3.014167e-012 3.578205e-015 
-3.194444e-005 -2.300000e-004 3.753074e-012 3.753074e-012 6.945759e-015 
-2.281746e-005 -2.300000e-004 4.251165e-012 4.251165e-012 1.092133e-014 
-1.369048e-005 -2.300000e-004 4.554089e-012 4.554089e-012 1.273599e-014 
-4.563492e-006 -2.300000e-004 4.802421e-012 4.802421e-012 1.371035e-014 
4.563492e-006 -2.300000e-004 4.802440e-012 4.802440e-012 1.371035e-014 
1.369048e-005 -2.300000e-004 4.554101e-012 4.554101e-012 1.273599e-014 
2.281746e-005 -2.300000e-004 4.251178e-012 4.251178e-012 1.092133e-014 
3.194444e-005 -2.300000e-004 3.753095e-012 3.753095e-012 6.945759e-015 
4.107143e-005 -2.300000e-004 3.014167e-012 3.014167e-012 3.578204e-015 
5.019841e-005 -2.300000e-004 2.578292e-012 2.578292e-012 1.796886e-015 
5.932540e-005 -2.300000e-004 2.154972e-012 2.154972e-012 9.634251e-016 
6.845238e-005 -2.300000e-004 1.522364e-012 1.522364e-012 5.105394e-016 
7.757937e-005 -2.300000e-004 9.033102e-013 9.033102e-013 2.524914e-016 
8.670635e-005 -2.300000e-004 4.761890e-013 4.761890e-013 1.284885e-016 
9.583333e-005 -2.300000e-004 2.401923e-013 2.401923e-013 7.279013e-017 
1.049603e-004 -2.300000e-004 1.239166e-013 1.239166e-013 6.325381e-017 
1.140873e-004 -2.300000e-004 6.898395e-014 6.898395e-014 6.726816e-017 
1.232143e-004 -2.300000e-004 4.259877e-014 4.259877e-014 1.050533e-016 
1.323413e-004 -2.300000e-004 2.945910e-014 2.945910e-014 1.059472e-016 
1.414682e-004 -2.300000e-004 2.246974e-014 2.246974e-014 6.662155e-017 
