-6.923051e-02 -7.684359e-02 
2.092292e-01 4.397750e-01 
7.877666e-01 1.540633e+00 
-1.225654e-01 -1.657283e-01 
4.767838e-02 9.429877e-02 
-2.368747e-02 -7.120284e-02 
1.495746e-02 5.287877e-02 
-7.789067e-03 -4.466056e-02 
-1.768394e-03 3.789155e-02 
9.053529e-03 -3.114325e-02 
-7.886970e-03 2.614409e-02 
6.756993e-03 -2.550764e-02 
-1.616333e-02 2.275792e-02 
1.800147e-02 -1.690532e-02 
-1.318392e-02 1.686782e-02 
1.531387e-02 -1.500068e-02 
-1.609767e-02 1.790834e-02 
1.001430e-02 -1.874984e-02 
-1.881871e-02 1.022319e-02 
1.739411e-02 -6.967320e-03 
-1.250445e-02 5.869719e-03 
2.014757e-02 -7.234605e-03 
-2.572066e-02 1.109694e-02 
2.334266e-02 -1.644043e-03 
-2.076150e-02 -6.989269e-03 
2.981265e-02 6.437192e-03 
-2.853192e-02 -2.038746e-03 
3.154653e-02 1.210094e-02 
-3.552613e-02 -1.913155e-02 
3.996743e-02 1.920152e-02 
-5.050703e-02 -2.493893e-02 
5.107507e-02 4.446638e-02 
-3.600239e-01 3.874683e-01 
2.151723e+00 -1.227340e+00 
7.429430e+00 -4.585418e+00 
-8.114807e-01 6.920177e-01 
4.697450e-01 -2.846340e-01 
-3.370534e-01 1.477730e-01 
2.712373e-01 -8.410925e-02 
-2.245674e-01 4.777410e-02 
1.944830e-01 -1.865921e-02 
-1.689853e-01 5.521235e-04 
1.530295e-01 1.419719e-02 
-1.374243e-01 -2.825072e-02 
1.225487e-01 3.919564e-02 
-1.147280e-01 -4.498094e-02 
1.036069e-01 5.697577e-02 
-9.666929e-02 -6.143257e-02 
8.807515e-02 7.076871e-02 
-7.607973e-02 -8.083063e-02 
7.023913e-02 8.297761e-02 
-6.082405e-02 -9.177569e-02 
5.532386e-02 1.007549e-01 
-4.144343e-02 -1.093602e-01 
2.993967e-02 1.160941e-01 
-2.006875e-02 -1.201971e-01 
1.193141e-02 1.302184e-01 
9.009969e-03 -1.365996e-01 
-2.503459e-02 1.551728e-01 
3.648406e-02 -1.650991e-01 
-6.741766e-02 1.825283e-01 
9.992108e-02 -2.111644e-01 
-1.520533e-01 2.432702e-01 
2.331385e-01 -2.969277e-01 
1.625895e+00 -5.509333e+00 
-1.494079e+01 2.258194e+01 
-4.985396e+01 8.161980e+01 
4.538410e+00 -1.074260e+01 
-3.176568e+00 5.104351e+00 
2.558708e+00 -3.174880e+00 
-2.208261e+00 2.185874e+00 
1.977468e+00 -1.571072e+00 
-1.809641e+00 1.150641e+00 
1.681228e+00 -8.408988e-01 
-1.579295e+00 5.983495e-01 
1.496706e+00 -3.979939e-01 
-1.417662e+00 2.298438e-01 
1.351809e+00 -8.036542e-02 
-1.295297e+00 -4.621408e-02 
1.236048e+00 1.763766e-01 
-1.185916e+00 -2.905617e-01 
1.134829e+00 4.020352e-01 
-1.089959e+00 -5.064698e-01 
1.031483e+00 6.196198e-01 
-9.820040e-01 -7.245270e-01 
9.308381e-01 8.405678e-01 
-8.703591e-01 -9.626858e-01 
8.073750e-01 1.102580e+00 
-7.335781e-01 -1.239497e+00 
6.507090e-01 1.404336e+00 
-5.495141e-01 -1.602987e+00 
4.208490e-01 1.844094e+00 
-2.665214e-01 -2.140226e+00 
5.146994e-02 2.538109e+00 
2.680372e-01 -3.107095e+00 
-7.896709e-01 3.989357e+00 
1.861174e+01 -3.293215e+00 
-8.836628e+01 -1.092286e+01 
-3.132721e+02 -2.726071e+01 
3.826721e+01 -2.376039e+00 
-1.967426e+01 -1.862223e+00 
